"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Evening workout 🏋️","26 Jan 2026, 17:24","26 Jan 2026, 19:14","","Lateral Raise (Dumbbell)",,"",1,"normal",15,20,,,
"Evening workout 🏋️","26 Jan 2026, 17:24","26 Jan 2026, 19:14","","Lateral Raise (Dumbbell)",,"",2,"normal",15,20,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Pull Up (Assisted)",,"",0,"normal",10,6,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Pull Up (Assisted)",,"",1,"normal",10,6,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Pull Up (Assisted)",,"",2,"normal",10,6,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Pull Up (Assisted)",,"",3,"normal",10,5,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Incline Bench Press (Barbell)",,"",0,"normal",45,5,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Incline Bench Press (Barbell)",,"",1,"normal",47.5,5,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Incline Bench Press (Barbell)",,"",2,"normal",47.5,5,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Incline Bench Press (Barbell)",,"",3,"normal",45,4,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Squat (Barbell)",,"",0,"normal",60,6,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Squat (Barbell)",,"",1,"normal",60,6,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Squat (Barbell)",,"",2,"normal",60,6,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Zercher Squat",,"",0,"normal",25,5,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Zercher Squat",,"",1,"normal",30,5,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Zercher Squat",,"",2,"normal",30,5,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Overhead Press (Dumbbell)",,"",0,"normal",35,6,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Overhead Press (Dumbbell)",,"",1,"normal",35,7,,,
"Evening workout 🏋️","23 Jan 2026, 18:09","23 Jan 2026, 19:28","","Overhead Press (Dumbbell)",,"",2,"normal",35,7,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Lat Pulldown (Cable)",,"",0,"normal",140,5,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Lat Pulldown (Cable)",,"",1,"normal",140,5,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Lat Pulldown (Cable)",,"",2,"normal",100,15,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Lat Pulldown (Cable)",,"",3,"normal",100,15,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Lat Pulldown (Cable)",,"",4,"normal",100,15,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Incline Bench Press (Smith Machine)",,"Form started to slip last couple reps",0,"normal",50,5,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Incline Bench Press (Smith Machine)",,"Form started to slip last couple reps",1,"normal",50,7,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Incline Bench Press (Smith Machine)",,"Form started to slip last couple reps",2,"normal",50,6,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Incline Bench Press (Smith Machine)",,"Form started to slip last couple reps",3,"normal",50,3,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Bent Over Row (Barbell)",,"",0,"normal",45,7,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Bent Over Row (Barbell)",,"",1,"normal",45,7,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Bent Over Row (Barbell)",,"",2,"normal",45,7,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Overhead Press (Dumbbell)",0,"",0,"normal",35,6,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Overhead Press (Dumbbell)",0,"",1,"normal",35,7,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Overhead Press (Dumbbell)",0,"",2,"normal",35,7,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Leg Press (Machine)",0,"",0,"normal",90,10,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Leg Press (Machine)",0,"",1,"normal",90,10,,,
"Evening workout 🏋️","21 Jan 2026, 20:10","21 Jan 2026, 21:23","","Leg Press (Machine)",0,"",2,"normal",90,10,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Lat Pulldown (Cable)",,"",0,"normal",140,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Lat Pulldown (Cable)",,"",1,"normal",125,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Lat Pulldown (Cable)",,"",2,"normal",140,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Lat Pulldown (Cable)",,"",3,"normal",140,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Lat Pulldown (Cable)",,"",4,"normal",140,4,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Incline Bench Press (Barbell)",,"",0,"normal",47.5,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Incline Bench Press (Barbell)",,"",1,"normal",47.5,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Incline Bench Press (Barbell)",,"",2,"normal",47.5,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Incline Bench Press (Barbell)",,"",3,"normal",47.5,4,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Incline Bench Press (Barbell)",,"",4,"normal",45,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Squat (Barbell)",,"",0,"normal",65,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Squat (Barbell)",,"",1,"normal",65,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Squat (Barbell)",,"",2,"normal",65,4,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Zercher Squat",,"",0,"normal",25,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Zercher Squat",,"",1,"normal",30,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Zercher Squat",,"",2,"normal",30,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Overhead Press (Dumbbell)",,"",0,"normal",35,6,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Overhead Press (Dumbbell)",,"",1,"normal",35,6,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Overhead Press (Dumbbell)",,"",2,"normal",35,6,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Overhead Press (Dumbbell)",,"",3,"normal",35,6,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Lateral Raise (Dumbbell)",,"",0,"normal",25,7,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Lateral Raise (Dumbbell)",,"",1,"normal",25,7,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Lateral Raise (Dumbbell)",,"",2,"normal",25,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Seated Row (Machine)",,"",0,"normal",135,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Seated Row (Machine)",,"",1,"normal",135,5,,,
"Afternoon workout 💪","19 Jan 2026, 14:11","19 Jan 2026, 15:59","","Seated Row (Machine)",,"",2,"normal",135,5,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Pull Up (Assisted)",,"",0,"normal",10,6,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Pull Up (Assisted)",,"",1,"normal",10,6,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Pull Up (Assisted)",,"",2,"normal",10,6,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Pull Up (Assisted)",,"",3,"normal",10,5,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Incline Bench Press (Barbell)",,"",0,"normal",45,5,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Incline Bench Press (Barbell)",,"",1,"normal",45,5,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Incline Bench Press (Barbell)",,"",2,"normal",45,5,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Incline Bench Press (Barbell)",,"",3,"normal",45,5,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Squat (Barbell)",,"",0,"normal",65,5,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Squat (Barbell)",,"",1,"normal",65,5,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Squat (Barbell)",,"",2,"normal",60,5,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Zercher Squat",,"",0,"normal",25,6,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Zercher Squat",,"",1,"normal",25,6,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Overhead Press (Dumbbell)",,"",0,"normal",30,8,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Overhead Press (Dumbbell)",,"",1,"normal",30,10,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Overhead Press (Dumbbell)",,"",2,"normal",30,10,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Overhead Press (Dumbbell)",,"",3,"normal",30,9,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Seated Row (Machine)",,"",0,"normal",135,5,,,
"Afternoon workout 💪","16 Jan 2026, 16:38","16 Jan 2026, 18:09","","Seated Row (Machine)",,"",1,"normal",135,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Pull Up (Assisted)",,"",0,"normal",15,10,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Pull Up (Assisted)",,"",1,"normal",10,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Pull Up (Assisted)",,"",2,"normal",10,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Pull Up",,"",0,"normal",,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Pull Up",,"",1,"normal",,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Pull Up",,"",2,"normal",,4,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Incline Bench Press (Smith Machine)",,"",0,"normal",55,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Incline Bench Press (Smith Machine)",,"",1,"normal",55,4,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Incline Bench Press (Smith Machine)",,"",3,"normal",50,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Squat (Barbell)",,"",0,"normal",65,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Squat (Barbell)",,"",1,"normal",65,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Squat (Barbell)",,"",2,"normal",65,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Zercher Squat",,"Rip my forearms",0,"normal",25,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Zercher Squat",,"Rip my forearms",1,"normal",25,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Zercher Squat",,"Rip my forearms",2,"normal",25,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Bent Over Row (Barbell)",,"",0,"normal",50,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Bent Over Row (Barbell)",,"",1,"normal",50,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Bent Over Row (Barbell)",,"",2,"normal",50,5,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Lateral Raise (Dumbbell)",,"",0,"normal",22.5,10,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Lateral Raise (Dumbbell)",,"",1,"normal",22.5,10,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Lateral Raise (Dumbbell)",,"",2,"normal",22.5,10,,,
"Evening workout 🏋️","14 Jan 2026, 17:38","14 Jan 2026, 19:10","","Lateral Raise (Dumbbell)",,"",3,"normal",22.5,10,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Pull Up (Assisted)",,"",0,"normal",15,10,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Pull Up (Assisted)",,"",1,"normal",15,10,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Pull Up (Assisted)",,"",2,"normal",15,10,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Pull Up (Assisted)",,"",3,"normal",15,8,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Incline Bench Press (Barbell)",,"",0,"normal",45,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Incline Bench Press (Barbell)",,"",1,"normal",45,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Incline Bench Press (Barbell)",,"",2,"normal",45,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Incline Bench Press (Barbell)",,"",3,"normal",45,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Squat (Barbell)",,"",0,"normal",60,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Squat (Barbell)",,"",1,"normal",60,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Squat (Barbell)",,"",2,"normal",60,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Zercher Squat",,"Starting to add this to the program",0,"normal",,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Zercher Squat",,"Starting to add this to the program",1,"normal",10,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Zercher Squat",,"Starting to add this to the program",2,"normal",10,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Overhead Press (Dumbbell)",,"",0,"normal",27.5,12,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Overhead Press (Dumbbell)",,"",1,"normal",27.5,12,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Overhead Press (Dumbbell)",,"",2,"normal",27.5,12,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Seated Row (Machine)",,"",0,"normal",130,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Seated Row (Machine)",,"",1,"normal",130,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Seated Row (Machine)",,"",2,"normal",135,5,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Lateral Raise (Dumbbell)",,"Ran out of time to do more",0,"normal",22.5,10,,,
"Morning workout ☀️","12 Jan 2026, 09:33","12 Jan 2026, 11:02","","Lateral Raise (Dumbbell)",,"Ran out of time to do more",1,"normal",22.5,10,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Pull Up (Assisted)",,"",0,"normal",20,10,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Pull Up (Assisted)",,"",1,"normal",20,10,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Pull Up (Assisted)",,"",2,"normal",20,10,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Pull Up (Assisted)",,"",3,"normal",20,10,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Incline Bench Press (Smith Machine)",,"",3,"normal",50,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Squat (Barbell)",,"",0,"normal",55,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Squat (Barbell)",,"",1,"normal",55,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Squat (Barbell)",,"",2,"normal",55,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Squat (Barbell)",,"",3,"normal",55,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Lateral Raise (Dumbbell)",,"",0,"normal",20,12,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Lateral Raise (Dumbbell)",,"",1,"normal",20,12,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Lateral Raise (Dumbbell)",,"",2,"normal",20,12,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Lateral Raise (Dumbbell)",,"",3,"normal",20,12,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",70,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",70,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",70,5,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Overhead Press (Dumbbell)",,"",0,"normal",27.5,11,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Overhead Press (Dumbbell)",,"",1,"normal",27.5,11,,,
"Afternoon workout 💪","9 Jan 2026, 16:45","9 Jan 2026, 18:44","","Overhead Press (Dumbbell)",,"",2,"normal",27.5,11,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Lat Pulldown (Cable)",,"",0,"normal",130,5,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Lat Pulldown (Cable)",,"",1,"normal",130,5,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Lat Pulldown (Cable)",,"",2,"normal",130,6,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Lat Pulldown (Cable)",,"",3,"normal",130,5,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Lat Pulldown (Cable)",,"",4,"normal",130,4,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Incline Bench Press (Barbell)",,"",0,"normal",45,5,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Incline Bench Press (Barbell)",,"",1,"normal",45,5,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Incline Bench Press (Barbell)",,"",2,"normal",45,5,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Incline Bench Press (Barbell)",,"",3,"normal",40,6,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Squat (Barbell)",,"",0,"normal",50,6,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Squat (Barbell)",,"",1,"normal",50,6,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Squat (Barbell)",,"",2,"normal",50,6,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Leg Press (Machine)",,"",0,"normal",90,5,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Leg Press (Machine)",,"",1,"normal",90,8,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Leg Press (Machine)",,"",2,"normal",115,5,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Bent Over Row (Barbell)",0,"Smith machine",0,"normal",45,8,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Bent Over Row (Barbell)",0,"Smith machine",1,"normal",45,8,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Bent Over Row (Barbell)",0,"Smith machine",2,"normal",45,6,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Overhead Press (Dumbbell)",0,"",0,"normal",25,12,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Overhead Press (Dumbbell)",0,"",1,"normal",25,12,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Overhead Press (Dumbbell)",0,"",2,"normal",25,12,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Lateral Raise (Dumbbell)",,"",0,"normal",20,10,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Lateral Raise (Dumbbell)",,"",1,"normal",20,12,,,
"Morning workout ☀️","7 Jan 2026, 08:23","7 Jan 2026, 09:52","","Lateral Raise (Dumbbell)",,"",2,"normal",20,12,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Pull Up",,"",0,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Pull Up",,"",1,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Pull Up",,"",2,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Pull Up",,"",3,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Pull Up",,"",4,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Pull Up",,"",5,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Pull Up",,"",6,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Pull Up",,"",7,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Pull Up",,"",8,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Pull Up",,"",9,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Negative Pull Up",,"5 seconds down",0,"normal",,3,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Negative Pull Up",,"5 seconds down",1,"normal",,3,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Negative Pull Up",,"5 seconds down",2,"normal",,1,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Decline Push Up",,"",0,"normal",,12,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Decline Push Up",,"",1,"normal",,12,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Decline Push Up",,"",2,"normal",,12,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Decline Push Up",,"",3,"normal",,10,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Goblet Squat",,"",0,"normal",20,10,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Goblet Squat",,"",1,"normal",20,10,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Overhead Press (Dumbbell)",,"",0,"normal",20,15,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Overhead Press (Dumbbell)",,"",1,"normal",20,18,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Overhead Press (Dumbbell)",,"",2,"normal",20,18,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Lateral Raise (Dumbbell)",,"",0,"normal",15,12,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Lateral Raise (Dumbbell)",,"",1,"normal",15,12,,,
"Afternoon workout 💪","5 Jan 2026, 15:14","5 Jan 2026, 17:20","","Lateral Raise (Dumbbell)",,"",2,"normal",15,12,,,
